qid,Label,Questions
04dba76a2b1a7e01bc88,1,Who or what was responsible for medieval Christendom becoming so corrupt?
04dc61d4bc8c08def001,1,Is Christianity nothing more than a Jewish cult that is not the true religion of the European?
04dd8de8cd2c2c403010,1,Would you say its better to win money or to earn it?
04dd9057a5172df635c2,1,Why did the son of Margaret Thatcher (British PM) try to kill the government in Equatorial Guinea?
04df83996c9175440975,1,"Why has the US had so many democratic Hitler like democratic Germany, such as big and small Bush, Clinton, Trump etc. murdered a mass amount of his own and world civilians (over billion of them)? Why?"
04dfa3928bc4745d16d9,1,Lately autocorrect on my iPhone 7 has really been pissing me off! I have been trying to be patient with it and I remember it being better. It's like trying to anticipate too much. Has anyone else experienced this?
04e1ac153e9be71eec87,1,Why does it seem like liberals are out to get me because I'm a straight white Christian male?
04e38a99571aaca23bf6,3,What is the general educational background of those in the American Army going around raping Muslim women?
04e3e5f5bc9b570e0d05,2,My penis is 8 inches long and 6.5 around is it acceptable?
04e4f0211c546248f15a,1,Is it true that women should be kept in the kitchen?
04e59253ba217e135157,2,Can aman pregnate a cow?
04e611eda55b44ddcc5a,1,Why is it ok to kill unborn babies but not okay to enforce immigration law?
04e6e740179af2a357bf,3,How old was the Johnny-come-lately Matt Dillahunty when he eventually figured out religion was nonsense and became an atheist?
04e6e8bddc4ea9d2fbba,3,If Hindus consider Ganges as their mother then why is the mother being fed so much untreated sewage and filth to choke it to death?
04e707a48048e2b29b0a,3,Why can’t natural selection remove abnormal and barren people?
04e72b9a3f71d5af12e9,0,How can I find a friends phone number in messenger?
04e8158cc6a3db77fcf4,1,In what was do Americans use patriotism as an excuse to be racist?
04e8188370c813a2f534,1,Why is America the World’s Most Uniquely Cruel Society?
04e8f554f8b892afe27e,3,Why are you liberals full of hate but claim to be open minded?
04ed9c6482ece228ade7,2,"Why are Africans big penis, while Asians and Indians are small?"
04edb1dbc23454a291f6,1,Are US-Israel steadily defecting from international law and instituting the law of the jungle in the world?
04ef6b0e0d01f8deeb75,1,"Do atheists have a double standard where they claim there is no evidence of God, but believe in morals and human rights for which there is no evidence for?"
04f0fc9ef04888da2b4d,1,"Why editors are such obnoxious people? Their job is to find fault with the content not with the people. Is it a professional requirement that if you demean others, your own worth increases?"
04f22755e9c3ec5dc2d0,5,News today stated democrats are ready risk national security over dreamers who were brought here illegally. Who arranged for their travel?
04f32f561835512e25b2,0,Are Afrikaners really backward compared to English-speaking whites in South Africa?
04f552ecb9b143cca73e,1,Is Indian organized crime formed mostly by Muslims and Dalits?
04f61011336a1cec5672,1,Where will liberalism draw the line?
04f67b7f1b39f7704e67,1,Are Germans guilt-free yet?
04f7795c7c05db0eabca,1,How is it possible for one stinking liberal federal judge can over rule an executive order from the President of the United States instead of congress over ruling it?
04f8a8e2d1a4b4f472bf,3,"How do extremist (leftist) answer to that biology only has proven that there are 2 genders, not more than 70?"
04fa62720377c09343c7,3,Is is true that prophet Mohammed enlightened himself through the meditation in hidden room and later banned for Muslims?
04fa992bae284b5df5e4,3,How much more obvious could it be that Trump is using his position maliciously?
04fb80fb10d8bab1883f,1,"India FM claimed ""all countries support India army to occupy China land in Doklam"". ""Can you name one specific country who is supporting India"" asked by a reporter. “Him”, replied by India. Why is India good at false claiming?"
04fbd837a4c154272179,4,"What would happen if the US Declaration of Independence were to be destroyed? Would the country revert back to being a New Zealander colony, or would it continue as if nothing happened?"
04fc009b4958eb3f2910,4,What would happen if every single gang in New Zealand decided to team up to wipe out all US police so they wouldn’t meddle in their affairs?
04fee41600ecf408a12f,2,Is it illegal for a 17 year old to send a photo of her vaginal fluid covered fingers to a 23 year old dude?
04ffc020f47411d793cc,1,Would gun enthusiasts be ok with a Muslim owning guns?
050001299420e9acf8a3,1,"Are there any left-wing debators as strong as Ben Shapiro? If so, who?"
050022dfe47d33dea890,1,Are English Saxons better looking than Scandinavians?
05045d6772264e63a56b,5,"My 17 y/o daughter dyed a strip of her hair pink, so she’s not allowed to hang out with friends for 4 months. Am I going easy on her?"
0504a82cfab09300675a,5,Why does my baby get mad when I do meth?
05054f10e47d3e45291e,1,Why do pepole hate Justin Bieber?
05066c156a369ac6ecf7,1,Do conservatives not realise that every human being is pretty much the same and therefore should have the same rights?
0506760126e20033fec5,1,Why hasn't James Comey been arrested and prosecuted yet?
05076e29a62563d5f217,1,How will I enjoy life when my freedom is being taken away by a dictator like Trump? How will I enjoy life if a dictator like Trump will start wars with Venezuela and Iran?
0507cd0157ac7cd73c34,1,Why did the US never have a super battleship like New Zealand?
0507ef31171fa5ecf3d7,3,Could we have an 8 hour speech with letters from families whose loved ones were murdered by MS 13 gangs or their lives were ruined by Latin American imported drugs?
05089186277c5270d008,1,Why do women have more rights than men?
0509c0f6ec064966c428,1,Why do protestants hold that faith is the most important thing but yet do not have faith that God can turn bread into his flesh?
050a435c8877196a7d6e,1,Are rohingya Muslims man eater?
050bd93645d373bcea1c,4,"If a child in the Star Wars universe was accepted in the Jedi Academy, would they be rejected if it was found out that they had been castrated?"
050e64873e00904d91fc,1,When will liberals stop endorsing communism?
050fb3be9d95a072ecc0,1,Am I the only liberal who's happy that the economies of the American southern states are pathetically poor?
051017082b49c798df3a,1,Do you think mostly men are womenizer but don't have the guts to admit this fact?
0510ab373716608fdb14,1,"If the Abrahamic God has the right to torment human beings in the afterlife, why is it wrong for human beings to torment other human beings in life?"
0510b796e892f4b52d79,1,Is it true that 50% of Americans suffer from herpes which is an incurable STD?
0511927260ea56902453,1,Can you get less than 5 upvotes to win $5 billion?
0511bc326893d8285950,4,"How about making the Liberal Party's building look more in line with their values? How about painting it bright red, and put a big set of the devils horns on top of the roof for everyone to see?"
0511de386047102322f1,3,"Do the Chinese view Southeast Asians as short, dark, degenerate versions of Northeast Asians?"
0511e8fe19793035fd40,1,"Why are germans so conservative, They discreminate foreigners but when it comes to the past they don't want to talk,having a show called Einstein, indirectly idealising Einstein as a German hero.seriously, atlst don't you guys want to change urself?"
0512a2b0382131a822ee,1,"Do you think that your mom is stupid, or do you want to glorify your mom?"
0512adf2fb6a19cd2738,1,"Why are white Americans shooting at & killing Americans not called terrorists, but other people shooting at Americans called terrorists by the US government?"
051352b8ecd1fee40cc8,1,Why murderer criminals like Modi and Shah occupy such top posts in India?
0513b4f11288659931c3,1,Why do Americans tend to equate Slav with Russian?
051404cb71ba88f6d7c6,1,Where was the religion of the white people written? Why did they forget it?
05147aec9cd7a4180866,3,"When will Israel have a legitimate, crime-free leader who was actually born in Israel?"
0514d6ae34829399327a,3,Is Alex Jones a Zionist shill under the Israeli Mossad's control?
0516221c9a337c8d711d,3,Is all females sluts?
0517da9c83244f368bf7,3,"Will the chamchas of Congress now accept that BJP forming government in Bihar, Goa and Manipur was constitutional? Will they still claim moral high ground in Karnataka after being reduced from 122 to 78 seats?"
0518a9f598ad5ffe7f8e,1,Why do people from England seemingly have such bad teeth?
05191e00b54efdce35a3,1,"Why do so many people in America not complain about other countries border security walls, yet Americans whom support Trumps border wall are viewed and labeled as xenophobes and racists? Why is it racist to want to have a safer nation?"
051aba2132765b653893,1,Why do most of the Muslims became offensive while talking about religious reforms? Do Islam make them narrow mind?
051ada48efd872dccc16,1,Is Germany a gay state?
051b1c81e20a32efbfcd,1,"Involuntary slavery was supposed to be abolished in America. Why are the given names of newborn Americans copyrighted, patented, and registered as legal Trade Names, owned by and doing business for the corporate US government as a US owned franchise?"
051b479f279b00f8b3d2,3,"Is being gay the worst forgivable sin, since is the only sin church does not accept (meaning it does not accept homosexuals on church but not people of other sins to go to church)?"
051bdf5edb6151817eac,5,What did the Empire do to the rebels it captured after the Battle of Both? Were they sent to prison camps? Executed? Castrated?
051cd49541642c41fcab,1,Why do Japanese people find it impossible to admit they don't understand a request or a question?
051e529efda5997b9ac0,1,Why do Latino/Hispanic people mispronounce Spanish names for places that have been anglicized and not just pronounce them correctly in Spanish like San Pedro or Los Angeles for example?
0523887425ffe3cf274e,1,Why all successful bosses are very mean to their subordinates?
052480be23c7cc5cb462,1,Why do only girls in India enjoy full freedom to wear revealing clothes but guys have no such freedom?
05261a59da8d7dcf7ab2,3,When did Serbs set foot in Kosovo? When did they become a majority there? Did they ethnically cleansed a supposed Illyrian and/or Albanian population and/or destroyed an organized and sovereign society there? From when to when did the Serbs rule it?
05274a0cf0d3218cf17d,1,Why Indian serials suck and out of world dramatic and boring?
0529b1b9bca646a722b4,3,Why North Indians and south Indians aversion for all time? Why hate specifically tamilzan's?
052a3013f0ebe4074f98,1,Why do Asian people envy the looks of Pakistani people?
052a4af21a1a196451a0,1,Modi- A dog or ass?
052b06b3b58bdf54b9aa,1,Why did India give freedom to Pakistan in 1947?
052b2b06c386c8c6fb13,1,"Were the democrat New Yorkers who jumped from twin towers, on 9/11, Islamophobes or did have a have a real reason to be afraid?"
052b5dda976b1f0332e3,2,"Why do Indian men say ""show bobs"" to me?"
052bb0b4cb650e6456bc,1,Why is “liberal” a pejorative term in the United States?
052caebe8ce4888ffabe,2,Which is the best Revenge porn site?
052cef33c483ca74bd89,3,Why is there so much hate from Introverts toward Extroverts?
052e3e2a50d84632f421,3,Why is it little known that crazy Japanese cult Happy Science is based on racism and ultranationalism?
052fd88c43f0b0dd7525,1,"Why is there fuss about Moore and Franken? Trump's election proves Americans don't mind electing sexual harassers, after all."
0530669070bbb4c86c9a,3,Why does this trigger the Left so much?
05312969668c1559fd24,5,Are you doing your homework every day or does Quora do that for you?
053177edfb0c781d3b7c,2,Is it wrong to get laid with cousIn sister?
0531dbb0202cec32c23e,1,"Why can judges in the UK put you in jail for expressing political opinions, but killing terminally ill children is approved by them?"
05322dd00c0aff087234,1,How do I report a Mexican to the police if I am not sure of his legal status?
0532875c9ef7eb1609a0,3,Why are Iranian/Persian women always so mean and shrewd? At our workplace here in Sweden they always seem to be a source of conflict and intrigues!
05333cab3d5fa49095da,2,Is it gay to allow men to ejaculate inside my anus?
05363cdac28b88834822,3,Does Angela Merkel appeal to idiotic German Millennials like Jeremy Corbyn does to idiotic British Millennials?
0536acb931e7201393bc,3,"Why are Liberals so reluctant to sound Pro America, but yet so quick to scrutinize it?"
0536d28f1e5121d52a89,3,Why do hard-right Israelis accuse you of anti-semitism when you question their policy toward Palestinians?
053701347ceb4f54d202,1,How can a racist (based on tribe) call (with a straight face) other South Africans racist?
053749f624b22ab999ad,0,Do middle East Muslims respect Indian Muslims?
05375ec93c81fe3b4bb4,1,Were the Jews behind this atrocious font change on Quora?
05377cf0ffe13c0e4c15,4,"As an Israeli, if a DNA test was done that concluded completely that you had no relation whatsoever to any Jews and your family must have converted in Europe, would you pack your bags today?"
0538609c3a86c9e2a427,1,Why are there so many Ungrateful Americans?
05391463b6eb9d8a6fb8,1,Why are Democrats complaining about Trump when Barack Obama didn't even have a summit with North Korea to cancel?
05397ed08abaa7ac805b,2,Why do very beautiful women usually behave like a negative bit*h?
053b046556973f3e5db2,1,"Why do people think that conservatives hate poor black women, liberals hate rich white men, and libertarians hate Jews?"
053bd6d80937ba86ec69,1,"Do average people talk so badly because they have low intelligence, or is it because they have a personality disorder and think that others have ""common knowledge"" that they actually can’t prove?"
053c80eea4cc1055bbea,1,What is it like for kids in England to learn they lost the revolutionary war in school?
053d0f4ab5938700762e,5,How can we tell if the questions asked on Quora are legitimate and not from a Russian bot?
053dab6d90c37c0170bd,0,"Which section of ""18 U.S. Code § 242 - Deprivation of rights under color of law"" specifically identifies that raising the age from 18 to 21 to purchase an AR-15 or similar semi-automatic rifles is unconstitutional?"
053faa797678b08c80cb,4,I threw my 12 year old son out of the house for being a Neo Nazi. Was this the right thing to do?
053fceedcefb0c126879,1,"Why do you think many young social failures are fascinated by totalitarian radicalism such as Islamism, fascism, and Marxism?"
053fffbc9c6d039d4319,3,Did former presidents work as little as Trump?
0540d17ab7f79f29bfd2,2,Is it okay for an older brother to spy on his younger sister get dressed?
054133df5046550841dc,1,Why is it so much more difficult to defend yourself against someone who wants to kill you in European countries?
0542a2361f4e82eba7fe,1,Why do Kannadigas hate Biharis so much?
0542d36d7ce8ef0aee4f,5,How can I curse someone to death?
05430bdfca7d8c701405,2,Did Severus Snape ever threaten any of his unrulier students with castration to keep them in line?
0543d5b1022e8845ead1,3,How can someone like Trump treat people the way he does and not have a backlash before he turned 71?
054445a8d1e17b3eb58d,1,Do you think Muslims should leave India? {I'm not asking this to disturb communal harmony. It's just that lately I've found some people who think we (muslims) should leave India. What's your opinion?} (Don't answer anonymously)
05447421f967b1e54c28,3,How do liberals manage to sleep at night not knowing how dumb their political views are?
0546b74b127fc1a7b00a,1,What are the reasons why violence is higher in black communities?
0546f3bbb2b7f493e8e1,1,"If you’re a sexual assault/rape survivor in the state of Alabama, why would you ever step forward?"
05481ee9fc607057eecc,1,"Can we finally admit that the future is female, atheist, brown, and non-binary?"
0549142f5457cf8f3365,1,"What do mainland Chinese think of the new revelation that at least 10,000 people died in Tiananmen incident (they have been saying hardly anyone died)?"
054b77a5a97c0ef4f25a,1,"Why Muslims in their country doesn't rise against the atrocities committed towards non Muslims as we have witnessed in many nations like USA, UK, India, Australia where people openly condemns any act of majoritarianism?"
054b9aeaa02432176f4a,1,Why don't governments and people of Western countries publicly reveal the identity and hypocrisy of porn viewers especially those who pretend they don't watch but do so secretly?
054c25a3345cd722efe9,1,How sinful are Muslims and Christians?
054c52f994a5171d6dee,1,Why does the continuity of real numbers in mathematics not strictly exist but was made artificially and deliberately existing by so many alleged top most genius historical figures in mathematicians for too narrow self purposes?
054cbc130925dc9ee6dc,3,Do Christians think that revenge/murder/jealousy are good things and freedom/individuality/wisdom are bad things?
054d86eefa65f28a9385,1,Why does Liberia want to be the 51st states of the United States of America instead of being an independent country?
054e20b17e5c71c0a0cf,3,"If AMU is a central university and not a Muslim university, then how can they ban entry of students for blasphemy? Are Muslims above Indian law? Do Muslims have respect for Indian Constitution as they want action according to Sharia?"
054e652e5938187e1671,2,I'm 19 and my mother is still giving me oral sex every day. Is it time for her to stop?
054f748576619b598e87,1,"Why is India slowly becoming unsafe country for Hindus? Why are Hindus being discriminated, insulted, and humiliated every day?"
055008f878a8a74051f9,1,"Why are some Scottish people so loyal to the British crown, and not rebellious and independent-minded like the Irish people?"
055064c63381b1bcf098,1,How do I resist slapping a Nirmal Baba 'devotee'?
055099b68b92fbf8c332,1,Why do Jews want to attack North Korea?
05544a898591dd8ad865,1,Does Canada's Trudeau think that allowing ISIS fighters to return to Canada is a good thing for Canadians? What do Canadians think about this?
05547d7c80ccd0bf91c4,1,I am tired of hearing the killing of Muslims in burma because Buddhist are fighting back forced conversion?
0554fdc6a102f804b9be,1,"Are Stephen Miller's claims that ""everyone knows"" that busloads of illegal voters were brought in to vote in New Hampshire verifiable?"
0556a65309bf835e2d3e,1,Why do Orthodox Jewish men and Amish men tend to have a beard and funny hats?
05577eefdef16cff77f7,3,For all of you nobodies out there stop trying to freeload of the working people of American? Our president is trying to make America great get on the wagon stop deteriorating of country
055849b51ef61a4682d3,2,What are you still have incest relationship with your son?
05599c58818e7f111915,2,How many female members are secretly interested in being dominated sexually by a group of men?
0559d89a1dd61ee09367,2,What pleases more sucking vagina or sucking coke?
055a4c7ffebf55cefc87,1,Why are feminists so butthurt?
055a83842f1b2c509282,1,"Do Democrats realize it's inconsistent to be for abortion, but against children getting murdered just the same but a bit older in school shootings?"
055b4e4b14d7e7c0396f,5,Is Quora sending people to my house?
055b5412a4c07d0492f5,1,"Why can’t liberals understand that it’s not the guns, it’s the people using the gun doing immoral things with it?"
055b64044fadf905752d,1,After killing thousands of minority people like Sikhs and Muslims why don't Indians accept that they are a racist nation?
055d16d5c5ba8f0399bb,1,Why did Islam turned to a religion of terrorists?
055d373dd63306096fb8,2,"Why do we say rape is about violence, rather than sex?"
055d4423dcdb406a0e9d,1,Why are Asians such bad drivers?
055d57334cd5ba7ab6ea,1,Why is Tumblr so liberal?
055f0c592076b80b3b1a,1,I heard that girls love men who ignore them. This is 100% false. What are your thoughts?
055f2bb42640ace6a328,1,Why do people still get offended about slavery?
05603fbfb760e0274120,1,Why do Indonesians assume all Indians speak Hindi?
0561136fa40413eb0789,3,The trouble makers in the world are Muslims and Chinese why don't they want the world to live in peace?
05632517c49eccc49155,3,Why do Americans act like monster bullies?
05632f6306f027903648,1,Why do many people with mental illness think the government is shooting beams into their legs?
05648a5ba0ea504c5963,3,"Why did the Korean Empire always export their women to neighboring countries like Mongolia, China, and even Japan, but never get anything in return?"
0564aba76cd051b66b80,1,Why does American society tolerate the persecution of those who choose not to vaccinate?
05657adf3b5307f05729,5,Did WW2 really happen or was it just a hoax?
0566b0b4ee5644ad7fa2,1,Why is it ok for women to hate men but men hating women is a problem?
056946cfeee2c2909b1f,3,Why do Azeris disrespect the Turkish Islamic army of the Caucasus who liberated them from the Armenians and Russians?
056a1c9b2d3c8c03ccc1,3,"Donald Trump is a fascist, and knowing that fact why does it make sense to surrender our guns to a fascist and support gun control?"
056b56a7f4236f82b35c,5,Why are so many American Quora questions worded so atrociously?
056e78d3b61d7cda4bdf,1,Are there any women target killers in Mqm?
056ed6674573df6b06f7,1,"Why are European companies so boring and uninspiring? Are Europeans incapable of creating companies like Facebook, Google, Uber, Airbnb or Slack?"
056f764c790b2bc0a9d8,1,"Which freedom do you prefer, the US’ freedom of shooting at people walking in the streets and bombing civilians in other countries or India’s freedom of r-aping people daily and nightly ?"
0570fe6f8eda361c5738,1,When will the DNC admit they were the party of slavery?
0572554fd052e417614e,1,"Some reports/videos claimed that, Real culprit of 9/11 in U.S. was India (“RAW”), I can’t find those reports and videos, can anyone help ?"
05726326415b091e52b3,3,"Does the Hindu Goddess of wealth really live in cow poop? If so, could Hindus provide some scientific ballast to back this very intriguing belief?"
0572d6560f29d42310d2,3,Why are leftists so good at changing personal problems into social ones?
0574e5e6f726920cdd8e,5,Why won't Quora completely ban anonymous questions?
057761c4950f5fa1175d,0,"How do you solve this: [math]\vec{x} + \vec{y} = (1.2,1.6)[/math]?"
057790a7734cce20592c,2,Why do men abuse women?
05784317c06c08f253c5,1,Why do brits seem to like getting scammed?
0579072ab68f8e2e9f61,2,I did anal with my sister?
05790a7f12e05279b3c1,3,Was the Nazis’ aim really to slaughter the majority of the ‘sub-human’ people in these lands and give them to the ‘racially-superior’ Germans?
057977b934ad661b34c8,1,Do French people understand when arabs say bad words?
057b01edcef9f22edc9e,3,Is Dianne Feinstein mentally unstable or just confused?
057b353cd06d057e3121,1,"Do you find it ironic how American South cry over raining water yet shun Syrian children getting blown up by Russians from ""raining"" bombs?"
057c7a1a6eab6391a798,1,Do Thai people think that Laos is Vietnam's puppet?
057d9ac226336c21730d,1,Why do actresses like Deepika Padukone who is skinny like skeleton give so much preference?
057fbc55207f616adc8f,2,"Is it true that on average, Indian men have the smallest penises in the world?"
05803d7d603755bc3545,1,Why Indian Christians never oppose fathers/parish even when they are indulged in wrongfull acts like terrorism and treachery but Hindus always oppose if a Baba is caught doing any wrongfully act?
05819177971453d1fbd0,2,"I'm nine and still a virgin, is that weird?"
05820e28253f3b076d20,3,Why do Ahmadis hate other Muslims and Muslim leaders?
05843120391302f097fd,1,Why are Subway workers so stupid?
05857193d4895f5a2436,1,"Why do people with apparently very high IQs ask so many questions about their high IQs? Shouldn’t they just be answering questions given their abnoxiously high level of intellect? And, yes, I’m being facetious."
0586246124f8e5212121,3,BJP knew that Akhlaq has beef in his fridge but they don't know who has got the tender of Varanasi bridge that collapsed?
05863c7269a4f307098d,1,Why more people (including most 99.8% Quorans) subjective than objective?
0586c8304665c586a67f,2,One day my mom slept at night and I entered my penis slowly into my mom ass.My act was right or wrong?
058706f2010db707f6f7,1,How badly are Bhangis discriminated by other Dalit castes?
05873eebece2d5909003,1,Why are Malayalis more open-minded than Tamils on the issue of Hindi?
058767fa3665f8d1351a,1,"Will mace be effective against a heron? I have ten minutes before is destroys my barricade, a little time sensitive."
05885ac89786b3a4d12b,1,"As the largest Muslim country, why Indonesia allow their women to dress inappropriately?"
05897f695187e002a317,1,"If Silicon Valley liberals can’t define “diversity”, how are they going to be able to address “diversity” issues?"
0589c2ecb46aa146d1a3,1,"Do Americans hate the rapper PSY for his anti-American songs and summoning to kill American soldiers, their wives, and children?"
058bca251adbca738d33,1,Why do American Jews feel phony?
058be7ce7385bb0a89c1,2,Why do men sleep with hookers?
058c811c13e81f2ffebe,3,Why can't Black people accept that Europe is a homeland of Europeans?
058eaadb90ab9f1bb1a3,3,Did Hitler use Metzitzah B'Peh to foster anti-Semitism?
058f0a88c34c33d1a215,1,Does an anklet mean you’re a hoe?
058f39593a17a04762aa,1,What is the most effective way to get the message to politicians that it is good to be openly critical of feminism?
058f57aaeb36eba35940,1,How did the immigration in Eastern Europe and Russia from 1870 until 1922 control America’s left wing today (i.e. Bernie Sanders and Rahm Emmanuel)?
058fa877bf4d2eb63289,1,Why are the Japanese so ungrateful towards Europeans despite owing everything they have to Europe?
058fe4116bf1d5343781,1,Why are Americans duped so easily?
05903622be6b40f11f01,0,What did you eat?
05918a9ea9954c4b34ea,1,"Now that Trump has started a trade war, can we expect the same result that Smoot-Hawley Tariff Act produced 90 years ago?"
05923d507d80e8713aa5,1,"Hindus consider Snake as their God, Cow as their Mother, Cow urine as pious thing, etc. So, are Hindus mentally sick?"
0592a5635945e461c0ed,1,"Ask them, who created the heavens, the earth, the sun and the moon, all in a perfect orbit?"
05933e298d1b6014b5e1,1,Is guilt for losers?
05935cda78c386d90fdb,1,Did SpaceX’s launch help Americans finally forget the political drama in Washington and make them very happy with the extraordinary achievement?
0593c675d4f5349daf6a,1,"How are Melania and Stormy different, except that Stormy is more honest?"
0593d1cf15e200e5533e,2,What’s the most sensual movie ther son incest you have ever had? Can you share any pictures of yours (face blurred)
0593ee91c098d7a8c65e,1,Why do the children of Iraqis and Swedish women think they are ethnic Swedes?
0594a6e2112c979f4731,2,Can I let my father sleep with me when I am wearing my bikini panties?
0595455cd011717cfc84,2,"I’m 14, and I am sick of having to give in to other kids and their gender changes. I think it’s wrong for adults to accept this. Is there any way that I can get out of enabling this?"
05962879b6b219e64c16,1,Why is Trump called Hitler if Obama bombed a hospital?
0597a88823f188febb09,0,How is your English level since you are not a pure Native American? I may observe some grammatical misuses that you are making. How long have you been studying?
05981e7a85209fe81046,2,Why have 50% of women in Finland been raped?
0598327071754966ab66,3,How can South India prevent North India from stealing taxes collected in South India?
0598792dcf392ab107c6,5,"Why does Quora entertain trolls asking, ""what is 60 + 9?""?"
0599adc6994d1aca6512,1,Why does the Indian Army act as a Zionist in Kashmir?
0599b2f6bf4ce21d0dea,3,"Why Mohajirs hate Punjabi, Sindhi, Baloch, Pathan and pretty much everyone?"
059a367c6e78387acb2d,1,"If blacks aren't a monolithic group, why are conservative black thinkers like Thomas Sowell and Larry Elder smeared as ""coons"" and ""sell-outs"" in the black community?"
059d57bcd8a3544bd456,2,"No one has been able to answer this question yet, but… WHY do JEWISH MEN HAVE SUCH LARGE FRICKIN PENIS'?"
059dc30498123a71f84a,3,Whats worse to Muslims ISIS or the zionists?
059dc9f417d2e11a333b,3,Is the liberal media determined to destroy Trump and eventually drive him mad?
059ee20f101df7435953,1,"Why is drug addiction, murder, and rape such an integral part of American culture and psyche?"
05a036aa2ae45d9d5ad2,1,Why is a belief in God not considered to be a mental illness?
05a072fef33472fad38f,1,Do you think Singaporean PhD holders on Quora are pretentious and snobbish?
05a1524b7862ed5199fd,3,Is Meghan Markle a transgender and cannot have children?
05a2284740a37968a712,1,Why is Australia so dumb? With all it's natural reasorces it should be the richest Counrty on Earth.
05a279a7899c0f1aed7c,3,Why don't they change the name of Quora to Trump is a Moron? It seems like a third of the questions are about Trump's stupidity.
05a2ee997b6abb423f63,1,Can a pet dog take a person’s v-card?
05a5a1ef59030037087c,1,Are thin men really men?
05a607a43c26532f0d7e,1,Is it not hypocrisy for China to scold Japan for wanting to have a normal military after Japan spent 70 years minding its own business?
05a6c2848f1abfa1179b,5,Did you know you can click on the x (top right corner) of this linked article and down vote it to get rid of unwanted content?
05a6e51756770c47c4e5,1,Why do American never have electric kettles?
05a7f8490cddac4a3e65,2,Is it okay to have sex with your sister twice a week?
05a8399ce7d30859c31b,1,Does it occur that Haredi Jews sometimes prevent secular Jews from driving during Shabbat?
05a8577da769ac0a7657,1,"On March 11, 2014, Obama stated on National TV -""Most young Americans right now, they’re not covered"" by health insurance. Why did he lie on National TV?"
05a8a3dce5eb07f89d7f,4,Are there black people who are white supremacists?
05a8fd032d0de75330a6,1,Why Western people are much forward and pratical than Indians?
05aa0acd47e7d73a51cd,1,Why do Indian people know more about USA than their own north eastern people and places? Why is there so much ignorance?
05ab686e39a37ad26940,3,"How can a Christian be welcome in the tribe of atheism without feeling ostracized, and vice versa?"
05abad799c2bf6f0953d,2,Why does every boy/girl want to do sex? Why do they not?
05ac20ed1eb11da0c115,1,What are the pros and cons of autistic people having children?
05ac2ed90c4405804cd3,3,Are women worse at coding?
05ac95756803ea032419,3,How can any vote for a major party lawmaker in the US be interpreted as anything less than a voter request to be ruled by an anti-democratic oligarchy of donors?
05ad515b25756a588d8c,1,Do you believe that I get rid of my doctors faster than finding them due to their incompetency in medicine ADM?
05ad591b181940894db8,1,"What would be the alternative to Modi as PM ? Is it a person like Rahul Gandhi whose IQ is minus, or people like Mamata, Mayawati, Akhilesh, etc., who are the curse of the nation?"
05ad64cd0df91aa40bb6,3,Why are Europeans so militant against Non Christians or Non atheists? Why are they prejudice against race as well?
05b051594a28f035a3c0,4,How do I eat Tide Pods safely?
05b118d7583cc7e55e04,1,Do liberals enjoy triggering conservatives?
05b139e19479b7e86dc5,1,What do Poles in Britain think of 'British' Indians?
05b2213bf7eac314cb2a,2,What does it mean if my teenage son always kisses my neck?
05b23e9a34bf18ab7d18,5,Can I stop getting these bullcrap monotonous questions?
05b43cb61491bfdb9e1b,1,When did you realized that you are a stupid?
05b562b41a1b9935c346,1,Do most non-Muslim Malaysians today look down on Muslim Malaysians and consider them to be hypocrites for choosing not to turn their nation into a completely Islamic country governed by Sharia Law?
05b6260f0089aaaa6570,1,How can I buy Ripple and sell I only have a lump wallet?
05b65b3f745ccc9537f7,1,Why do Vietnamese think that cambodians ate simple minded?
05b7d332c3e0eadb280a,1,Why didn’t Senator Tom Cotton and the other senators pay for the $10 million demanded by one of the opponents of the Iranian regime? Was it because of stupidity or a fake sense of pride?
05b845fd86b61163c175,3,"Is there something wrong with being homophobic? If I leave a gay person alone and he leaves me alone, why is homosexuality being shoved down my throat?"
05b85b13b764344dac0f,3,Shall CNN be renamed to FNN - Fake News Network?
05ba3b5e80f50a468f36,3,"In view of his latest remarks disparaging so-called shithole countries, would it be appropriate from now on to refer to him as the shitheel president?"
05baa940f5dd1171d9e7,2,"I dated Rex, a gangster, platonically. A delusional Yalie ET said he should rape me as a revenge on behalf of Rex. Is gangster fun to play with?"
05bb08fc43b39d6c5d28,1,"Why do radical Muslims in Indonesia get offended by everything (bread, mineral water. travel agent, cross shaped symbol)?"
05bc7f2b9543cd49cd5f,3,Why are Bangladeshi feminists shit?
05bd05ab012d59fc2cbd,3,How can Kashmiri Muslims expect anything good from real gods after what they did to Kashmiri Pandits? Don't they know about the concept of Karma.
05bd19b2b556246aec5e,1,Why dont all inmates become terrorists since the cmp needs more target practice?
05be412f0fd5684a4a1a,3,"Racist kidnapped Ahed Tamimi and imprisoned her for an uncertain period and announced her as the most dangerous. Why do the racist fear her, and what is the power of a 16-year-old girl?"
05be85f107670205b513,2,Why do boys like to sniff girls panties?
05bf2aa42a3b720515d8,3,Dalits are destroying merit and stealing our opportunities. Why isn't the RSS/BJP teaching them a lesson?
05c1c161b7fe50bc23a4,2,Did any women enjoy being raped?
05c1d7e8fc0b5e953a70,2,Is dildo used to make pickle bread?
